Country,year,file type,language,age,all age,sex,Proportion of people with zero risk factors (%),Proportion of people with 1-2 risk factors (%),Proportion of people with 3+ risk factors (%),Check sum (country report),Proportion of people with high CVD risk (>30%),Proportion of people with at least 1 risk factor,Proportion of people with two or more risk factors,Proportion of people with 1 risk factor,Proportion of people with 2 risk factors,Proportion of people with 3 risk factors,link,data entry,notes
Uganda,2014,country report,English,18-44,0,both,6.9,86.5,6.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Uganda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Uganda,2014,country report,English,45-69,0,both,5.7,73.4,20.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Uganda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Uganda,2014,country report,English,18-69,1,both,6.6,83.6,9.8,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Uganda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-64,1,both,0.8,NA,16.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-64,1,male,0.6,NA,14.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-64,1,female,1,NA,18.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-44,0,both,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-44,0,male,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,25-44,0,female,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,45-64,0,both,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,45-64,0,male,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,fact sheet,English,45-64,0,female,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_FactSheet_2012.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-44,0,male,0.5,89.5,9.9,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,45-64,0,male,0.8,71.8,27.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-64,1,male,0.6,84.5,14.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-44,0,female,1.1,84.5,14.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,45-64,0,female,0.6,70.8,28.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-64,1,female,1,80.8,18.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-44,0,both,0.8,87,12.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,45-64,0,both,0.7,71.3,28,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
United Republic of Tanzania,2012,country report,English,25-64,1,both,0.8,82.6,16.6,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/UR_Tanzania_2012_STEPS_Report.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,male,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,male,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,male,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,female,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,female,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,female,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,both,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,both,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,both,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-64,1,both,1,NA,23.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-64,1,male,0.9,NA,23.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-64,1,female,1,NA,23.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-44,0,both,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-44,0,male,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,25-44,0,female,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,45-64,0,both,NA,NA,46.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,45-64,0,male,NA,NA,47.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2008,fact sheet,English,45-64,0,female,NA,NA,46.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2008_Zambia_FactSheet_EN.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,male,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,male,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,male,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,female,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,female,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,female,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-54,0,both,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,55-69,0,both,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,40-69,1,both,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-44,0,male,5.7,86.6,7.6,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,45-69,0,male,3.5,77.8,18.7,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-69,1,male,5.3,85.1,9.5,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-44,0,female,4,86.5,9.4,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,45-69,0,female,3.1,71.5,25.5,100.1,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-69,1,female,3.8,83.4,12.8,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-44,0,both,4.9,86.6,8.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,45-69,0,both,3.3,74.4,22.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zambia,2017,country report,English,18-69,1,both,4.6,84.3,11.1,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Zambia-NCD-STEPS-Survey-Report-2017.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-44,0,male,0.9,83.8,15.3,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,45-64,0,male,0.4,69,30.5,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-64,1,male,0.8,79.2,20,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-44,0,female,0.5,77.4,22.1,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,45-64,0,female,0.2,52.3,47.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-64,1,female,0.5,71.2,28.4,100.1,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-44,0,both,0.7,80.4,18.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,45-64,0,both,0.4,61.6,38.1,100.1,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,country report,English,25-64,1,both,0.6,75.2,24.2,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_STEPS_Report.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-64,1,both,0.6,NA,24.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-64,1,male,0.8,NA,20.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-64,1,female,0.5,NA,28.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-44,0,both,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-44,0,male,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,25-44,0,female,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,45-64,0,both,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,45-64,0,male,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Zanzibar,2011,fact sheet,English,45-64,0,female,NA,NA,47.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2011_Zanzibar_FactSheet.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-44,0,both,NA,71.4,26.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-44,0,male,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-44,0,female,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,45-69,0,both,NA,47.6,49.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-69,1,both,NA,62.4,35.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-69,1,male,NA,NA,31.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,18-69,1,female,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,45-69,0,male,NA,55.9,40.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Anguilla,2016,country report,English,45-69,0,female,NA,39.6,58.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Anguilla_2016_STEPS_Report.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,25-64,1,both,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,did not specify age group
Aruba,2006,fact sheet,English,25-64,1,male,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,25-64,1,female,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,25-44,0,both,NA,NA,46.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,25-44,0,male,NA,NA,62.1,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,25-44,0,female,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,45-64,0,both,NA,NA,63.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,45-64,0,male,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Aruba,2006,fact sheet,English,45-64,0,female,NA,NA,62.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Aruba_2006_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Barbados,2007,fact sheet,English,25-64,1,both,0,NA,44,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Barbados_2007_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Barbados,2007,fact sheet,English,25-64,1,male,0,NA,34.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Barbados_2007_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Barbados,2007,fact sheet,English,25-64,1,female,0,NA,52.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Barbados_2007_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Bermuda,2014,fact sheet,English,18-99,1,both,3.2,NA,42,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Bermuda,2014,fact sheet,English,18-99,1,male,1.3,NA,43.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Bermuda,2014,fact sheet,English,18-99,1,female,5.1,NA,40.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_FactSheet.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-99,1,both,3.2,54.8,42,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-44,0,male,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,45-59,0,male,NA,NA,53.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,60-99,0,male,NA,NA,60.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-99,1,male,NA,NA,43.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-44,0,female,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,45-59,0,female,NA,NA,44.5,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,60-99,0,female,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-99,1,female,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-44,0,both,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,45-59,0,both,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,60-99,0,both,NA,NA,61.7,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
Bermuda,2014,country report,English,18-99,1,both,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Bermuda_2014_STEPS_Report.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-44,0,male,1.1,58.5,40.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,45-64,0,male,1.1,47.4,51.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-64,1,male,1.1,53.4,45.5,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-44,0,female,0.9,56.5,42.7,100.1,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,45-64,0,female,0.6,48.7,50.7,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-64,1,female,0.7,52.8,46.4,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-44,0,both,1,57.6,41.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,45-64,0,both,0.9,48,51.1,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
British Virgin Islands,2009,country report,English,25-64,1,both,0.9,53.2,45.9,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/2009_BVI_STEPS_Report-VI.pdf?ua=1,Wendy Wang,
The Cayman Islands,2012,country report,English,25-44,0,both,1.4,59.3,39.2,99.9,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Cayman_Islands_NCD_RF_survey_2012.pdf?ua=1,Wendy Wang,
The Cayman Islands,2012,country report,English,45-64,0,both,1.6,49,49.4,100,NA,NA,NA,NA,NA,NA,https://www.who.int/ncds/surveillance/steps/Cayman_Islands_NCD_RF_survey_2012.pdf?ua=1,Wendy Wang,
